2022-03-18 17:22:25,777 [main] INFO  c.t.b.f.a.AuditApplication [Method=logStarting] [Line=55] - Starting AuditApplication using Java 11.0.6 on BOG-GR8BRV2 with PID 18500 (C:\Users\jhernpin\OneDrive - everis\Documentos\git_gruposRoles\Viabilizador_B2B_BK\audit\target\classes started by jhernpin in C:\Users\jhernpin\OneDrive - everis\Documentos\git_gruposRoles\Viabilizador_B2B_BK)
2022-03-18 17:22:25,786 [main] DEBUG c.t.b.f.a.AuditApplication [Method=logStarting] [Line=56] - Running with Spring Boot v2.4.5, Spring v5.3.6
2022-03-18 17:22:25,786 [main] INFO  c.t.b.f.a.AuditApplication [Method=logStartupProfileInfo] [Line=679] - The following profiles are active: dev
2022-03-18 17:22:26,703 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate [Method=registerRepositoriesIn] [Line=128] - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2022-03-18 17:22:26,786 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate [Method=registerRepositoriesIn] [Line=188] - Finished Spring Data repository scanning in 74 ms. Found 2 JPA repository interfaces.
2022-03-18 17:22:27,079 [main] INFO  o.s.c.c.s.GenericScope [Method=setSerializationId] [Line=283] - BeanFactory id=9445584c-e689-3114-9512-3319af53a4cf
2022-03-18 17:22:27,127 [main] INFO  c.u.j.c.EnableEncryptablePropertiesBeanFactoryPostProcessor [Method=postProcessBeanFactory] [Line=39] - Post-processing PropertySource instances
2022-03-18 17:22:27,151 [main] INFO  c.u.j.EncryptablePropertySourceConverter [Method=makeEncryptable] [Line=56] - Converting PropertySource configurationProperties [org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource] to AOP Proxy
2022-03-18 17:22:27,152 [main] INFO  c.u.j.EncryptablePropertySourceConverter [Method=makeEncryptable] [Line=56] - Converting PropertySource servletConfigInitParams [org.springframework.core.env.PropertySource$StubPropertySource] to EncryptablePropertySourceWrapper
2022-03-18 17:22:27,153 [main] INFO  c.u.j.EncryptablePropertySourceConverter [Method=makeEncryptable] [Line=56] - Converting PropertySource servletContextInitParams [org.springframework.core.env.PropertySource$StubPropertySource] to EncryptablePropertySourceWrapper
2022-03-18 17:22:27,154 [main] INFO  c.u.j.EncryptablePropertySourceConverter [Method=makeEncryptable] [Line=56] - Converting PropertySource systemProperties [org.springframework.core.env.PropertiesPropertySource] to EncryptableMapPropertySourceWrapper
2022-03-18 17:22:27,154 [main] INFO  c.u.j.EncryptablePropertySourceConverter [Method=makeEncryptable] [Line=56] - Converting PropertySource systemEnvironment [org.springframework.boot.env.SystemEnvironmentPropertySourceEnvironmentPostProcessor$OriginAwareSystemEnvironmentPropertySource] to EncryptableSystemEnvironmentPropertySourceWrapper
2022-03-18 17:22:27,154 [main] INFO  c.u.j.EncryptablePropertySourceConverter [Method=makeEncryptable] [Line=56] - Converting PropertySource random [org.springframework.boot.env.RandomValuePropertySource] to EncryptablePropertySourceWrapper
2022-03-18 17:22:27,155 [main] INFO  c.u.j.EncryptablePropertySourceConverter [Method=makeEncryptable] [Line=56] - Converting PropertySource cachedrandom [org.springframework.cloud.util.random.CachedRandomPropertySource] to EncryptablePropertySourceWrapper
2022-03-18 17:22:27,155 [main] INFO  c.u.j.EncryptablePropertySourceConverter [Method=makeEncryptable] [Line=56] - Converting PropertySource springCloudClientHostInfo [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
2022-03-18 17:22:27,155 [main] INFO  c.u.j.EncryptablePropertySourceConverter [Method=makeEncryptable] [Line=56] - Converting PropertySource Config resource 'class path resource [application-dev.properties]' via location 'optional:classpath:/' [org.springframework.boot.env.OriginTrackedMapPropertySource] to EncryptableMapPropertySourceWrapper
2022-03-18 17:22:27,155 [main] INFO  c.u.j.EncryptablePropertySourceConverter [Method=makeEncryptable] [Line=56] - Converting PropertySource Config resource 'class path resource [application.properties]' via location 'optional:classpath:/' [org.springframework.boot.env.OriginTrackedMapPropertySource] to EncryptableMapPropertySourceWrapper
2022-03-18 17:22:27,185 [main] INFO  c.u.j.f.DefaultLazyPropertyFilter [Method=lambda$null$2] [Line=31] - Property Filter custom Bean not found with name 'encryptablePropertyFilter'. Initializing Default Property Filter
2022-03-18 17:22:27,376 [main] INFO  c.u.j.r.DefaultLazyPropertyResolver [Method=lambda$null$2] [Line=35] - Property Resolver custom Bean not found with name 'encryptablePropertyResolver'. Initializing Default Property Resolver
2022-03-18 17:22:27,378 [main] INFO  c.u.j.d.DefaultLazyPropertyDetector [Method=lambda$null$2] [Line=35] - Property Detector custom Bean not found with name 'encryptablePropertyDetector'. Initializing Default Property Detector
2022-03-18 17:22:27,549 [main] INFO  o.s.b.w.e.t.TomcatWebServer [Method=initialize] [Line=108] - Tomcat initialized with port(s): 9002 (http)
2022-03-18 17:22:27,558 [main] INFO  o.a.c.c.StandardService [Method=log] [Line=173] - Starting service [Tomcat]
2022-03-18 17:22:27,558 [main] INFO  o.a.c.c.StandardEngine [Method=log] [Line=173] - Starting Servlet engine: [Apache Tomcat/9.0.45]
2022-03-18 17:22:27,723 [main] INFO  o.a.c.c.C.[.[.[/] [Method=log] [Line=173] - Initializing Spring embedded WebApplicationContext
2022-03-18 17:22:27,723 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext [Method=prepareWebApplicationContext] [Line=289] - Root WebApplicationContext: initialization completed in 1879 ms
2022-03-18 17:22:27,777 [main] INFO  c.u.j.e.DefaultLazyEncryptor [Method=lambda$null$2] [Line=37] - String Encryptor custom Bean not found with name 'jasyptStringEncryptor'. Initializing Default String Encryptor
2022-03-18 17:22:27,787 [main] INFO  c.u.j.c.StringEncryptorBuilder [Method=get] [Line=81] - Encryptor config not found for property jasypt.encryptor.key-obtention-iterations, using default value: 1000
2022-03-18 17:22:27,787 [main] INFO  c.u.j.c.StringEncryptorBuilder [Method=get] [Line=81] - Encryptor config not found for property jasypt.encryptor.pool-size, using default value: 1
2022-03-18 17:22:27,787 [main] INFO  c.u.j.c.StringEncryptorBuilder [Method=get] [Line=81] - Encryptor config not found for property jasypt.encryptor.provider-name, using default value: null
2022-03-18 17:22:27,788 [main] INFO  c.u.j.c.StringEncryptorBuilder [Method=get] [Line=81] - Encryptor config not found for property jasypt.encryptor.provider-class-name, using default value: null
2022-03-18 17:22:27,788 [main] INFO  c.u.j.c.StringEncryptorBuilder [Method=get] [Line=81] - Encryptor config not found for property jasypt.encryptor.salt-generator-classname, using default value: org.jasypt.salt.RandomSaltGenerator
2022-03-18 17:22:27,790 [main] INFO  c.u.j.c.StringEncryptorBuilder [Method=get] [Line=81] - Encryptor config not found for property jasypt.encryptor.string-output-type, using default value: base64
